"","recordTime","cognitoId","device","sensorname","x","y","z"
"31",1423452127.112,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.84954903452769,-1.66142631454468,-7.95383719024658
"32",1423452127.447,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.334440044403076,-2.69661925735474,-8.44554613700546
"33",1423452127.782,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.431105936431885,-5.43393994293213,-7.39853175043315
"34",1423452128.115,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.131082540893555,-5.20005636825562,-8.52021544741206
"35",1423452128.45,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.59292039794922,-1.37531928922124,-10.4919902252197
"36",1423452128.784,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.139761521911621,-3.19820443209223,-9.55241595780733
"37",1423452129.117,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.94397028943487,-5.33727419703379,-8.10212812863775
"38",1423452129.452,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-4.10994642486572,-6.03712934288345,-7.91897184776627
"39",1423452129.788,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.56356346781626,-4.92741658114009,-8.03509055521861
"40",1423452130.122,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.30573773040771,-3.26195012435913,-10.0231756126404
"41",1423452130.457,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.71873766291514,-3.73001665851753,-8.81425355799571
"42",1423452130.792,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.470759901428223,-5.02483086211709,-8.55343515984351
"43",1423452131.126,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.731278969573975,-5.79022693135366,-9.30087486275937
"44",1423452131.46,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.956782838439941,-3.77775101758428,-9.85483338147588
"45",1423452131.795,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.0742202514648437,-4.34846883832402,-9.0249428930975
"46",1423452132.128,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.25575880728457,-3.59953252190854,-7.18664534190074
"47",1423452132.462,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.10749601135254,-4.03632465075068,-9.58937627240606
"48",1423452132.796,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.964863269042969,-2.97404744779058,-10.1855324127197
"49",1423452133.13,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.500986697387695,-4.86681357081309,-7.11975704075918
"50",1423452133.466,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.41676886893008,-3.58606513757017,-9.67317351317462
"51",1423452133.8,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.37696524806367,-2.03731612131968,-9.57740504490957
"52",1423452134.138,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.551321144104,-3.32569578009341,-9.41504866495533
"53",1423452134.471,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.95950434816889,-3.13819996533041,-10.2543659296449
"54",1423452134.807,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.0457891067504883,-5.00702387767183,-8.92992331610415
"55",1423452135.142,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.211587589982618,-7.20175837455429,-7.82185675066523
"56",1423452135.476,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.6371850227356,-5.82673876239937,-7.36142180736381
"57",1423452135.811,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.3898621331146,-0.359429487698339,-10.5313449880738
"58",1423452136.148,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.35915837778284,-1.06721539001465,-9.87593232013863
"59",1423452136.482,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.12736972499238,-4.6936825710021,-9.78360566289052
"60",1423452136.815,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.536899730852371,-6.09848032203354,-7.05870519068614
"61",1423452137.149,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.19069451904297,-1.73040924987793,-10.3119761878967
"62",1423452137.483,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",4.06984347399287,-2.0748749954666,-8.55702626140434
"63",1423452137.816,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",5.45997710518204,-2.14310979757998,-7.70424161237637
"64",1423452138.171,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.940322775091603,-4.17339265926201,-8.77504832314756
"65",1423452138.506,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-5.61559970163554,-6.04820223330073,-6.23644626576528
"66",1423452138.84,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.5020903302262,-2.69033444146421,-8.99277115963019
"67",1423452139.174,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.32234750442505,-2.68838931701211,-9.56707999545121
"68",1423452139.508,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.117764794158936,-3.2692824400086,-9.28755704295952
"69",1423452139.842,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.944811848405469,-4.70715024760142,-8.41307492312007
"70",1423452140.178,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.131830719779199,-4.55227529117744,-9.93982732121572
"71",1423452140.512,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.30002339553833,-3.91960728328545,-10.6522522449769
"72",1423452140.847,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.756418068739306,-3.9486370880127,-9.56004726553652
"73",1423452141.181,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.22888021392822,-1.83829799872134,-11.3690162208557
"74",1423452141.517,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.03402398443911,-1.84069216384888,-9.86411105903946
"75",1423452141.852,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.37791936317107,-0.555305165818799,-9.58249301569834
"76",1423452142.186,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.42325938814692,-2.19757784881592,-8.53637641821597
"77",1423452142.521,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-5.27861589103378,-0.782455030059814,-8.12681800446454
"78",1423452142.855,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.15951368560791,-6.14905805130005,-8.37416896347944
"79",1423452143.192,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.321122261135839,-3.60866059840098,-9.58623359046616
"80",1423452143.526,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.575805481001269,-2.64155247304067,-9.67332271238696
"81",1423452143.859,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.07739082013555,-4.33784449539185,-10.4532342319764
"82",1423452144.235,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.91972892456055,-2.46019191647954,-9.76624813924581
"83",1423452144.576,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.20383449484785,-3.78792637463994,-9.42537333082119
"84",1423452144.912,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.821959381426923,-2.46812252681572,-9.52263802899336
"85",1423452145.245,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.339677360534668,-2.4675240129333,-8.91181720258184
"86",1423452145.579,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.706888040161133,-3.51977573390352,-9.87174213843979
"87",1423452145.921,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.38295073394775,-2.83802664677724,-8.26313819028325
"88",1423452146.256,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.6442179901123,-3.57199913888467,-9.56603255049121
"89",1423452146.593,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.284610704084765,-4.93834019927978,-9.02494291136381
"90",1423452146.928,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.24189875852056,-3.55045142440796,-8.74182853765087
"91",1423452147.262,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.27443536529541,-3.96868863651436,-9.3785365964476
"92",1423452147.596,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.51765253712758,-4.36627556704096,-9.18834727513418
"93",1423452147.93,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",5.31408036845103,-3.40844519230947,-7.69092421270162
"94",1423452148.268,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.56984813757632,-7.26984355733022,-7.63331344299316
"95",1423452148.602,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.685190587615967,-7.41499236177076,-5.12478865356445
"96",1423452148.936,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.397736759926612,-1.81226101913452,-9.81009180188379
"97",1423452149.275,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.137068045043945,3.48027138824463,-9.99878446403183
"98",1423452149.609,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.131381816101074,2.34616798934936,-10.4637084989134
"99",1423452149.942,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.479139643771388,-1.50415715646055,-10.4521864764892
"100",1423452150.278,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.4404115737915,-0.142754273986816,-10.9693341812134
"101",1423452150.615,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.47826988754272,1.78757084191362,-10.0885671724182
"102",1423452150.95,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.877325289109815,-1.38265140394131,-10.2352122067658
"103",1423452151.283,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.33551558615644,-4.01447777979746,-9.51575460788887
"104",1423452151.619,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.047884033203125,1.4451999405792,-9.92695875215386
"105",1423452151.953,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.23480950622559,-1.75285485390928,-9.78240870819092
"106",1423452152.287,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",4.89075564221358,-1.70601830219878,-8.86887099110708
"107",1423452152.621,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.713023181915283,-7.1323268186707,-6.99002146662832
"108",1423452152.954,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.646883287988231,-7.99453847233877,-5.576693924658
"109",1423452153.288,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.27374338912964,-1.73175602484439,-9.63426766313184
"110",1423452153.621,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.4204163102081,2.19533332129214,-9.30431681990679
"111",1423452153.955,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.70861849944619,-0.575206985385157,-9.89164423200078
"112",1423452154.289,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-7.38835686830152,-0.383221884962451,-7.08653774845283
"113",1423452154.626,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.121655371856689,-7.97299105925616,-4.7863084669251
"114",1423452154.961,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.276230980007909,-8.06471887382828,-5.36780018600239
"115",1423452155.295,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.598550415039062,-7.94306335584111,-5.66273613134176
"116",1423452155.628,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.885106426239014,-9.63262153989263,-3.33467410481765
"117",1423452155.967,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.661098915144335,-8.26822606060733,-5.21472106348663
"118",1423452156.301,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.252887532087695,-8.89206485622246,-5.64358222579956
"119",1423452156.639,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.17124161228789,-8.16766928948667,-6.43965442393199
"120",1423452156.973,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",5.62203441085815,-4.5374609126769,-6.8498111963022
"121",1423452157.308,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.173729294497706,-6.20487316976339,-8.57423469543457
"122",1423452157.642,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.1875240234375,-5.48481668596961,-8.98573788657822
"123",1423452157.975,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.36606979064941,-3.72193619138189,-8.85480498328842
"124",1423452158.311,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.24453593220366,-4.59462271477515,-8.94668276425786
"125",1423452158.645,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.595258406022657,-5.018246620322,-9.1183168765746
"126",1423452158.979,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.637755462657544,-4.46189421503916,-9.76160878900737
"127",1423452159.327,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.0514753356933594,-4.60075794786084,-10.0011785926268
"128",1423452159.666,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.00511574792173,-4.88566781755527,-8.77265408495478
"129",1423452160,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.07754038467407,-4.4394485744752,-9.39005913032852
"130",1423452160.333,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.82019181213379,-4.45082092276309,-9.1482446895875
"131",1423452160.667,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.22134214015352,-5.09486098668203,-8.94144517413164
"132",1423452161.001,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.902165113067627,-4.97081146796411,-8.83639986855322
"133",1423452161.336,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.095019805322215,-2.78625221853945,-9.54628049639277
"134",1423452161.67,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.19814829330444,-1.30873044595029,-10.9854950424194
"135",1423452162.003,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.21191495285034,0.977133552551269,-11.6093343586244
"136",1423452162.339,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.79520236883853,0.0288800575256348,-10.7534069728576
"137",1423452162.681,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.714220261054119,-3.56092598360591,-9.83687708822042
"138",1423452163.017,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.026785131072998,-6.68371309993584,-7.05391640377333
"139",1423452163.352,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-1.04327333688047,-7.46078148678755,-5.38755257802755
"140",1423452163.686,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.159513690174487,-6.54918900375366,-7.52662205070816
"141",1423452164.02,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.276829566955566,-2.71876564097749,-10.5157828964785
"142",1423452164.355,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.180313312530518,-1.98584065861839,-10.3019504684448
"143",1423452164.691,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.0302267959594727,-5.67755009428377,-8.04137522497866
"144",1423452165.025,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.3557448142563,-6.63538019045405,-7.28196418496845
"145",1423452165.359,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-3.5880105360169,-6.76900638794843,-6.22851581982588
"146",1423452165.694,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-2.33000716467593,-6.18033201822489,-7.74569130168306
"147",1423452166.029,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.130783283952344,-6.0585275202211,-8.49492665584404
"148",1423452166.364,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.83650236117595,-6.06675735096587,-7.68029941767829
"149",1423452166.699,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",2.08235690219782,-6.39221944967061,-7.49774206168118
"150",1423452167.033,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",-0.602889887281787,-6.38563517590947,-7.89458058042671
"151",1423452167.369,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.12584522932854,-4.24417141023716,-8.98439107507914
"152",1423452167.703,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.769586223535938,-1.28808049316406,-10.2533183568208
"153",1423452168.037,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.3165116013458,-1.31366845034175,-10.6803837491576
"154",1423452168.375,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.442927307128906,-6.47616578005366,-7.60368497825302
"155",1423452168.709,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.594510218003858,-8.19654921001499,-5.4468089503854
"156",1423452169.043,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.622342762070824,-5.92505077766739,-8.68451790166646
"157",1423452169.377,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.264409645843506,-3.80797774047852,-9.36716435775757
"158",1423452169.715,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.48814595112456,-4.29504815898286,-9.56333947548233
"159",1423452170.048,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.45761997128911,-4.03437947149966,-9.14794552397784
"160",1423452170.383,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.68267485427856,-4.55586641100459,-9.27917751981206
"161",1423452170.716,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.42335292349551,-4.6499885003021,-10.3483379794799
"162",1423452171.052,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.02486794815063,-4.71178887175408,-8.67000286230552
"163",1423452171.388,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.687435169938672,-5.98146415428482,-9.43180780258179
"164",1423452171.726,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",1.42065944662783,-4.82311920785215,-8.54086536366567
"165",1423452172.062,"eu-west-1:84c07429-eaa3-4d2a-ac42-29ee31f48ff4","iPhone","screenAccG",0.781706805508397,-5.16863243493345,-8.77579643810112
